bathrooms,bedrooms,building_name,building_number,date,price,region,square_feet,unit,url,price_per_square_foot,year
1.0,1.0,110 Wilshire,29,2018-07-05,532000.0,City West,760.0,3009,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=AR18127066MR,700.0,2018
1.0,1.0,110 Wilshire,29,2018-05-11,530000.0,City West,800.0,1905,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=18-323466,662.5,2018
2.0,2.0,110 Wilshire,29,2018-04-25,1290000.0,City West,1600.0,3002,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=17-288234,806.25,2018
2.0,2.0,110 Wilshire,29,2018-04-16,945000.0,City West,1140.0,2311,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=SR18020616CN,828.9473684210526,2018
1.0,1.0,110 Wilshire,29,2018-04-12,510000.0,City West,750.0,2703,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=AR18046203MR,680.0,2018
1.0,1.0,110 Wilshire,29,2018-03-30,524000.0,City West,750.0,2609,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=18-310364,698.6666666666666,2018
1.0,1.0,110 Wilshire,29,2018-03-28,505000.0,City West,747.0,2010,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=CV17155479MR,676.0374832663989,2018
1.0,1.0,110 Wilshire,29,2018-03-15,499999.0,City West,750.0,1809,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=17-278398,666.6653333333334,2018
1.0,1.0,110 Wilshire,29,2018-01-16,525000.0,City West,750.0,2803,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=17-206166,700.0,2018
1.0,2.0,110 Wilshire,29,2017-11-30,935000.0,City West,1140.0,2011,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=SR17234579CN,820.1754385964912,2017
1.0,2.0,110 Wilshire,29,2017-11-28,920000.0,City West,1140.0,2411,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=17-228168,807.0175438596491,2017
2.0,2.0,110 Wilshire,29,2017-09-12,1300088.0,City West,1660.0,3308,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=AR17142629MR,783.1855421686747,2017
2.0,1.0,110 Wilshire,29,2017-08-30,780000.0,City West,1040.0,1708,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=17-216212,750.0,2017
2.0,2.0,110 Wilshire,29,2017-08-14,1047000.0,City West,1480.0,1701,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=17-250722,707.4324324324324,2017
1.0,1.0,110 Wilshire,29,2017-06-16,565000.0,City West,800.0,2007,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=17-200874,706.25,2017
2.0,2.0,110 Wilshire,29,2017-06-06,940000.0,City West,1340.0,2006,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=17-217716,701.4925373134329,2017
2.0,2.0,110 Wilshire,29,2017-05-01,960000.0,City West,1340.0,3304,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=17-213404,716.4179104477612,2017
1.0,1.0,110 Wilshire,29,2017-04-25,558000.0,City West,800.0,2405,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=17-207496,697.5,2017
2.0,2.0,110 Wilshire,29,2017-04-17,1428888.0,City West,1870.0,3305,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=17-196968,764.1112299465241,2017
2.0,2.0,110 Wilshire,29,2017-04-12,1190000.0,City West,1870.0,3105,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=16-145140,636.3636363636364,2017
2.0,2.0,110 Wilshire,29,2017-03-09,940000.0,City West,1340.0,2206,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=16-168516,701.4925373134329,2017
2.0,2.0,110 Wilshire,29,2017-03-07,955000.0,City West,1340.0,2506,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=16-182642,712.6865671641791,2017
2.0,2.0,110 Wilshire,29,2017-01-06,1080000.0,City West,1660.0,3108,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=16-157020,650.6024096385543,2017
1.0,0.0,110 Wilshire,29,2017-01-03,540000.0,City West,670.0,3001,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=16-175064,805.9701492537314,2017
2.0,2.0,110 Wilshire,29,2016-12-16,1500000.0,City West,1634.0,3402,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=16-149072,917.9926560587515,2016
1.0,1.0,110 Wilshire,29,2016-09-30,585000.0,City West,790.0,3012,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=16-155164,740.506329113924,2016
1.0,0.0,110 Wilshire,29,2016-08-12,559000.0,City West,790.0,3309,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=316005441IT,707.5949367088608,2016
1.0,2.0,110 Wilshire,29,2016-07-18,920000.0,City West,1140.0,2711,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=16-132366,807.0175438596491,2016
2.0,2.0,110 Wilshire,29,2016-07-07,805000.0,City West,1160.0,3607,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=16-113526,693.9655172413793,2016
1.0,2.0,110 Wilshire,29,2016-06-30,755000.0,City West,1140.0,2811,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-816365,662.280701754386,2016
1.0,1.0,110 Wilshire,29,2016-05-12,545000.0,City West,750.0,1909,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=PW16070317MR,726.6666666666666,2016
1.0,0.0,110 Wilshire,29,2015-12-13,490000.0,City West,670.0,2101,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=IV15169951MR,731.3432835820895,2015
1.0,1.0,110 Wilshire,29,2015-12-04,495000.0,City West,680.0,3010,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-914143,727.9411764705883,2015
2.0,2.0,110 Wilshire,29,2015-12-03,805000.0,City West,1160.0,3307,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-941965,693.9655172413793,2015
1.0,1.0,110 Wilshire,29,2015-11-25,499000.0,City West,750.0,1903,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-932663,665.3333333333334,2015
1.0,1.0,110 Wilshire,29,2015-11-04,530000.0,City West,790.0,2412,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-921273,670.8860759493671,2015
1.0,1.0,110 Wilshire,29,2015-09-02,545000.0,City West,760.0,3303,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-927167,717.1052631578947,2015
1.0,1.0,110 Wilshire,29,2015-08-26,540000.0,City West,860.0,2904,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=SB15129863MR,627.9069767441861,2015
1.0,0.0,110 Wilshire,29,2015-08-25,519000.0,City West,790.0,2012,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-917955,656.9620253164557,2015
1.0,0.0,110 Wilshire,29,2015-06-25,510000.0,City West,790.0,2512,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-819045,645.5696202531645,2015
1.0,1.0,110 Wilshire,29,2015-06-23,519000.0,City West,820.0,2008,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-826177,632.9268292682926,2015
1.0,1.0,110 Wilshire,29,2015-06-12,530000.0,City West,800.0,2707,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-905497,662.5,2015
1.0,0.0,110 Wilshire,29,2015-05-29,523500.0,City West,790.0,3609,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-882213,662.6582278481013,2015
1.0,1.0,110 Wilshire,29,2015-05-05,492000.0,City West,670.0,2001,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-799677,734.3283582089553,2015
1.0,0.0,110 Wilshire,29,2015-04-28,492000.0,City West,670.0,2701,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-814119,734.3283582089553,2015
1.0,1.0,110 Wilshire,29,2015-04-13,515000.0,City West,820.0,1908,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-819725,628.0487804878048,2015
1.0,1.0,110 Wilshire,29,2015-03-31,465000.0,City West,670.0,1901,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-817955,694.0298507462686,2015
1.0,1.0,110 Wilshire,29,2015-03-27,548000.0,City West,800.0,2607,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=WS14209689MR,685.0,2015
2.0,2.0,110 Wilshire,29,2015-03-27,1050000.0,City West,1600.0,2702,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-815127,656.25,2015
1.0,1.0,110 Wilshire,29,2015-03-13,518000.0,City West,800.0,2805,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-878065,647.5,2015
1.0,1.0,110 Wilshire,29,2015-02-27,455000.0,City West,680.0,2510,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-739605,669.1176470588235,2015
1.0,1.0,110 Wilshire,29,2015-02-27,487000.0,City West,750.0,2603,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-817635,649.3333333333334,2015
2.0,2.0,110 Wilshire,29,2015-01-23,1070000.0,City West,1600.0,3202,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=15-824463,668.75,2015
1.0,1.0,110 Wilshire,29,2014-11-21,516888.0,City West,760.0,3203,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=PW14156713MR,680.1157894736842,2014
1.0,0.0,110 Wilshire,29,2014-11-05,435000.0,City West,670.0,3501,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=PW14118500MR,649.2537313432836,2014
1.0,1.0,110 Wilshire,29,2014-10-15,455000.0,City West,670.0,2201,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-766443,679.1044776119403,2014
1.0,1.0,110 Wilshire,29,2014-10-01,475000.0,City West,800.0,1905,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-779835,593.75,2014
1.0,1.0,110 Wilshire,29,2014-09-25,480000.0,City West,750.0,2803,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-779219,640.0,2014
2.0,2.0,110 Wilshire,29,2014-08-26,747777.0,City West,1050.0,1709,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-773383,712.1685714285715,2014
1.0,0.0,110 Wilshire,29,2014-06-30,490000.0,City West,670.0,2601,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-717605,731.3432835820895,2014
1.0,1.0,110 Wilshire,29,2014-06-18,530000.0,City West,860.0,3004,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=214004582VC,616.2790697674419,2014
1.0,1.0,110 Wilshire,29,2014-06-02,495000.0,City West,750.0,2103,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-745833,660.0,2014
1.0,1.0,110 Wilshire,29,2014-05-30,505000.0,City West,790.0,2212,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-731141,639.2405063291139,2014
1.0,1.0,110 Wilshire,29,2014-05-15,447000.0,City West,670.0,3201,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-711649,667.1641791044776,2014
2.0,2.0,110 Wilshire,29,2014-05-02,855000.0,City West,1340.0,2906,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-750841,638.0597014925373,2014
1.0,1.0,110 Wilshire,29,2014-04-21,533300.0,City West,820.0,2608,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=AR13201618MR,650.3658536585366,2014
2.0,2.0,110 Wilshire,29,2014-04-08,920000.0,City West,1600.0,1802,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-733033,575.0,2014
1.0,1.0,110 Wilshire,29,2014-03-11,517000.0,City West,860.0,2104,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-714579,601.1627906976744,2014
2.0,2.0,110 Wilshire,29,2014-02-28,795000.0,City West,1300.0,1806,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-698197,611.5384615384615,2014
2.0,2.0,110 Wilshire,29,2014-02-26,730000.0,City West,1340.0,3304,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=14-727393,544.776119402985,2014
2.0,2.0,110 Wilshire,29,2014-02-18,625000.0,City West,1160.0,3507,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-695059,538.7931034482758,2014
2.0,2.0,110 Wilshire,29,2014-02-13,620000.0,City West,1160.0,3107,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=BB13053408MR,534.4827586206897,2014
2.0,2.0,110 Wilshire,29,2014-02-03,900000.0,City West,1600.0,2002,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-711847,562.5,2014
2.0,1.0,110 Wilshire,29,2013-12-23,591000.0,City West,1080.0,1707,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=BB13144374MR,547.2222222222222,2013
1.0,1.0,110 Wilshire,29,2013-12-09,490000.0,City West,800.0,2307,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-710413,612.5,2013
1.0,1.0,110 Wilshire,29,2013-10-25,440000.0,City West,750.0,2403,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=SR13175471CN,586.6666666666666,2013
2.0,2.0,110 Wilshire,29,2013-10-03,948000.0,City West,1600.0,3302,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=PW13167763MR,592.5,2013
1.0,1.0,110 Wilshire,29,2013-09-18,527000.0,City West,860.0,2404,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-700175,612.7906976744187,2013
2.0,2.0,110 Wilshire,29,2013-08-28,766500.0,City West,1340.0,2406,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=PW13066271MR,572.0149253731344,2013
2.0,2.0,110 Wilshire,29,2013-08-22,730000.0,City West,1340.0,3306,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12176351IT,544.776119402985,2013
1.0,0.0,110 Wilshire,29,2013-08-21,449000.0,City West,670.0,3301,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-683869,670.1492537313433,2013
1.0,1.0,110 Wilshire,29,2013-08-08,483000.0,City West,860.0,2204,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-679361,561.6279069767442,2013
2.0,2.0,110 Wilshire,29,2013-07-26,675000.0,City West,1340.0,3504,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-629181,503.7313432835821,2013
1.0,1.0,110 Wilshire,29,2013-07-18,500000.0,City West,820.0,3008,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-679673,609.7560975609756,2013
2.0,2.0,110 Wilshire,29,2013-07-05,825000.0,City West,1600.0,1902,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-668457,515.625,2013
1.0,1.0,110 Wilshire,29,2013-06-18,438000.0,City West,750.0,3003,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-654829,584.0,2013
1.0,1.0,110 Wilshire,29,2013-06-14,440000.0,City West,780.0,1912,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-661869,564.1025641025641,2013
1.0,1.0,110 Wilshire,29,2013-06-06,465000.0,City West,860.0,2604,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-657183,540.6976744186046,2013
1.0,1.0,110 Wilshire,29,2013-05-03,452500.0,City West,800.0,2707,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=13-643759,565.625,2013
1.0,2.0,110 Wilshire,29,2013-05-03,545000.0,City West,1140.0,1911,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=F12116246CN,478.0701754385965,2013
1.0,1.0,110 Wilshire,29,2013-02-11,437000.0,City West,750.0,2709,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-641533,582.6666666666666,2013
1.0,1.0,110 Wilshire,29,2013-01-25,282000.0,City West,860.0,2604,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-629319,327.90697674418607,2013
2.0,2.0,110 Wilshire,29,2013-01-18,979000.0,City West,1870.0,3605,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-625097,523.5294117647059,2013
1.0,1.0,110 Wilshire,29,2013-01-04,405000.0,City West,760.0,3603,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-624905,532.8947368421053,2013
2.0,2.0,110 Wilshire,29,2013-01-04,699000.0,City West,1340.0,3604,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-624943,521.6417910447761,2013
1.0,1.0,110 Wilshire,29,2012-12-13,320000.0,City West,690.0,1810,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-610801,463.768115942029,2012
2.0,2.0,110 Wilshire,29,2012-11-15,790000.0,City West,1768.0,3402,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-614291,446.8325791855204,2012
2.0,2.0,110 Wilshire,29,2012-10-30,625000.0,City West,1340.0,#3404,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=K12043110MR,466.4179104477612,2012
2.0,2.0,110 Wilshire,29,2012-09-24,820000.0,City West,1600.0,3602,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-584505,512.5,2012
2.0,2.0,110 Wilshire,29,2012-08-21,680000.0,City West,1600.0,2402,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=C11118140MR,425.0,2012
1.0,0.0,110 Wilshire,29,2012-08-01,350000.0,City West,790.0,3309,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=11-550133,443.0379746835443,2012
1.0,1.0,110 Wilshire,29,2012-07-05,323000.0,City West,800.0,2307,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-604735,403.75,2012
2.0,2.0,110 Wilshire,29,2012-06-18,755000.0,City West,1480.0,1701,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-585297,510.13513513513516,2012
1.0,0.0,110 Wilshire,29,2012-05-25,275000.0,City West,670.0,3601,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=11-553137,410.44776119402985,2012
2.0,2.0,110 Wilshire,29,2012-05-25,630000.0,City West,1454.0,1906,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12-593945,433.28748280605225,2012
1.0,1.0,110 Wilshire,29,2012-05-07,272000.0,City West,800.0,2005,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=11-506585,340.0,2012
1.0,1.0,110 Wilshire,29,2011-12-12,310000.0,City West,750.0,2009,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12152840IT,413.3333333333333,2011
2.0,2.0,110 Wilshire,29,2011-11-15,650000.0,City West,1600.0,2702,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=11-536893,406.25,2011
0.0,1.0,110 Wilshire,29,2011-11-08,290000.0,City West,800.0,1907,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=12151576IT,362.5,2011
1.0,0.0,110 Wilshire,29,2011-11-01,299000.0,City West,790.0,3109,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=P791698MR,378.4810126582278,2011
1.0,1.0,110 Wilshire,29,2011-08-11,329000.0,City West,710.0,1812,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=11-528291,463.38028169014086,2011
2.0,2.0,110 Wilshire,29,2011-08-11,770000.0,City West,1870.0,3505,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=W11082018MR,411.7647058823529,2011
1.0,1.0,110 Wilshire,29,2011-07-26,329000.0,City West,750.0,2203,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=11-534629,438.6666666666667,2011
2.0,2.0,110 Wilshire,29,2011-06-27,565000.0,City West,1250.0,1811,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=11-525103,452.0,2011
1.0,1.0,110 Wilshire,29,2011-06-15,250000.0,City West,750.0,2203,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=11-519593,333.3333333333333,2011
1.0,1.0,110 Wilshire,29,2011-06-15,312000.0,City West,750.0,2509,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=H10066756MR,416.0,2011
1.0,1.0,110 Wilshire,29,2011-06-01,325100.0,City West,800.0,3007,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=P761785MR,406.375,2011
2.0,2.0,110 Wilshire,29,2011-04-22,455000.0,City West,1340.0,2706,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=10-496565,339.55223880597015,2011
1.0,1.0,110 Wilshire,29,2011-04-21,300000.0,City West,860.0,2404,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=10-472999,348.83720930232556,2011
2.0,2.0,110 Wilshire,29,2011-04-18,452000.0,City West,1340.0,2106,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=P762826MR,337.3134328358209,2011
1.0,1.0,110 Wilshire,29,2011-04-08,273000.0,City West,750.0,1809,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=F11013611CN,364.0,2011
2.0,2.0,110 Wilshire,29,2011-03-31,500000.0,City West,1340.0,3304,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=10-430145,373.13432835820896,2011
2.0,2.0,110 Wilshire,29,2011-03-23,525000.0,City West,1340.0,2806,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=H11012588MR,391.7910447761194,2011
1.0,1.0,110 Wilshire,29,2011-03-17,312500.0,City West,820.0,2108,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=11-499795,381.0975609756098,2011
1.0,1.0,110 Wilshire,29,2011-03-15,290000.0,City West,790.0,2712,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=P758347MR,367.0886075949367,2011
1.0,1.0,110 Wilshire,29,2011-03-10,310000.0,City West,860.0,2704,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=H10019765MR,360.4651162790698,2011
1.0,1.0,110 Wilshire,29,2011-01-29,282500.0,City West,750.0,2309,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=10-459939,376.6666666666667,2011
2.0,2.0,110 Wilshire,29,2011-01-28,685000.0,City West,1660.0,3108,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=S642432MR,412.65060240963857,2011
1.0,0.0,110 Wilshire,29,2011-01-27,305000.0,City West,790.0,2812,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=10-494665,386.0759493670886,2011
1.0,1.0,110 Wilshire,29,2011-01-13,272000.0,City West,750.0,2403,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=10-491123,362.6666666666667,2011
1.0,1.0,110 Wilshire,29,2011-01-10,286000.0,City West,760.0,1808,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=10-489759,376.3157894736842,2011
1.0,1.0,110 Wilshire,29,2011-01-05,305000.0,City West,690.0,1810,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=10-430601,442.0289855072464,2011
2.0,2.0,655 Hope,34,2018-06-28,725000.0,Financial District,1001.0,1502,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=PV18113080MR,724.2757242757243,2018
2.0,2.0,655 Hope,34,2018-05-15,730000.0,Financial District,1001.0,1702,https://www.dlxco.com/the-promenade-west-lofts-condos-for-sale-lease-downtown-losangeles?mlsno=18-321988,729.2707292707292,2018
